Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Sales,Quantity,Discount,Profit
ORD-2024489,2023-12-04,2023-12-06,First Class,CU-10536,Elizabeth Jackson,Consumer,Central,Texas,Houston,Office Supplies,Binders,84.29,2,0.1,15.5
ORD-2025193,2024-03-07,2024-03-14,Standard Class,CU-10471,Steven Johnson,Corporate,Central,Ohio,Columbus,Office Supplies,Art,14.81,3,0.0,4.67
ORD-2022359,2023-11-29,2023-12-04,Standard Class,CU-10753,James Moore,Corporate,West,Arizona,Phoenix,Technology,Machines,3682.99,3,0.0,801.62
ORD-2023125,2023-11-03,2023-11-06,Standard Class,CU-10214,David Lopez,Consumer,East,New York,Buffalo,Technology,Copiers,20765.12,7,0.15,1290.88
ORD-2026220,2022-09-26,2022-09-30,Standard Class,CU-10103,Elizabeth Anderson,Home Office,East,Massachusetts,Boston,Furniture,Furnishings,22.74,1,0.2,-3.8
ORD-2023735,2024-05-12,2024-05-14,First Class,CU-10474,Jason Lopez,Consumer,Central,Texas,Houston,Furniture,Chairs,338.86,1,0.4,-187.43
ORD-2022987,2022-03-31,2022-04-06,Standard Class,CU-10082,Jason Moore,Consumer,South,Tennessee,Nashville,Office Supplies,Paper,22.57,1,0.2,1.99
ORD-2025940,2022-05-03,2022-05-05,First Class,CU-10552,Barbara Lopez,Corporate,East,Massachusetts,Boston,Office Supplies,Art,18.22,1,0.1,5.0
ORD-2022188,2024-05-13,2024-05-15,Second Class,CU-10008,Elizabeth Taylor,Corporate,South,Florida,Miami,Office Supplies,Art,39.72,1,0.1,7.35
ORD-2025347,2023-11-24,2023-11-26,First Class,CU-10534,Michael Wilson,Consumer,South,Georgia,Atlanta,Furniture,Tables,1977.92,3,0.15,-320.31
ORD-2026393,2023-12-25,2024-01-01,Standard Class,CU-10641,James Lopez,Corporate,East,New York,Buffalo,Office Supplies,Supplies,323.35,3,0.15,45.21
ORD-2026224,2022-11-03,2022-11-06,Standard Class,CU-10804,Patricia Smith,Consumer,South,Tennessee,Nashville,Office Supplies,Storage,1030.43,6,0.0,355.36
ORD-2025267,2024-06-06,2024-06-07,First Class,CU-10649,Kevin Garcia,Consumer,Central,Texas,Houston,Technology,Machines,763.75,2,0.15,37.75
ORD-2026343,2022-11-12,2022-11-12,Same Day,CU-10527,David Miller,Consumer,West,Arizona,Phoenix,Technology,Copiers,61895.58,26,0.0,15155.04
ORD-2024068,2022-11-25,2022-11-26,,CU-10268,Ashley Jones,Consumer,West,Arizona,Phoenix,Furniture,Bookcases,1722.39,6,0.3,-648.61
ORD-2025863,2023-01-22,2023-01-26,Standard Class,CU-10422,Ashley Garcia,Consumer,South,Tennessee,Nashville,Technology,Accessories,728.84,3,0.2,-7.36
ORD-2023823,2023-12-01,2023-12-03,Second Class,CU-10174,James Anderson,Consumer,West,California,San Francisco,Office Supplies,Supplies,344.27,4,0.3,38.67
ORD-2023577,2024-09-25,2024-09-27,First Class,CU-10638,Amy Jones,Consumer,East,New York,Buffalo,Office Supplies,Storage,188.78,1,0.1,21.72
ORD-2025579,2022-05-04,2022-05-07,Standard Class,CU-10076,Michael Moore,Consumer,East,Massachusetts,Boston,Office Supplies,Art,188.18,5,0.0,44.81
ORD-2022115,2024-10-05,2024-10-11,Standard Class,CU-10575,Nancy Jones,Corporate,Central,Illinois,Chicago,Technology,Accessories,21.67,2,0.0,5.49
ORD-2025593,2022-05-23,2022-05-30,Standard Class,CU-10434,Barbara Wilson,Consumer,West,Washington,Seattle,Office Supplies,Labels,53.37,4,,24.13
ORD-2025366,2024-02-26,2024-03-01,Second Class,CU-10814,Sandra Miller,Consumer,East,New York,New York City,Office Supplies,Paper,36.31,3,0.2,3.55
ORD-2025849,2022-12-08,2022-12-15,Standard Class,CU-10844,Steven Garcia,Consumer,East,New York,Buffalo,Office Supplies,Supplies,303.02,3,0.3,-6.18
ORD-2026383,2023-08-05,2023-08-07,First Class,CU-10371,Susan Jones,Corporate,West,Arizona,Phoenix,Office Supplies,Art,121.13,7,0.0,35.15
ORD-2026259,2022-12-06,2022-12-09,Second Class,CU-10598,Nancy Moore,Consumer,East,New York,Buffalo,Office Supplies,Labels,7.78,5,0.1,1.64
ORD-2022608,2024-04-22,2024-04-24,First Class,CU-10432,Sandra Taylor,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Storage,49.35,1,0.0,14.37
ORD-2022544,2022-08-10,2022-08-13,Standard Class,CU-10393,Susan Garcia,Consumer,West,Washington,Seattle,Office Supplies,Supplies,89.65,1,0.0,34.16
ORD-2022301,2022-07-30,2022-08-03,Second Class,CU-10571,David Miller,Consumer,West,Washington,Seattle,Office Supplies,Storage,232.87,1,0.0,65.34
ORD-2023986,2022-11-25,2022-12-01,Standard Class,CU-10399,Ashley Taylor,Consumer,South,Florida,Miami,Furniture,Bookcases,187.64,1,0.0,30.9
ORD-2023456,2022-11-07,2022-11-14,Standard Class,CU-10067,John Smith,Consumer,West,Washington,Seattle,Technology,Accessories,252.21,1,0.0,65.46
ORD-2023143,2024-08-28,2024-08-30,First Class,CU-10639,Michael Moore,Consumer,East,New York,New York City,Furniture,Chairs,750.91,4,0.3,-238.53
ORD-2022836,2024-05-30,2024-05-30,Same Day,CU-10274,Jason Smith,Consumer,West,Arizona,Phoenix,Technology,Machines,10191.93,4,0.1,954.94
ORD-2024928,2023-03-05,2023-03-11,Standard Class,CU-10107,Amy Jones,Consumer,West,California,San Francisco,Furniture,Bookcases,499.36,1,0.1,0.66
ORD-2023703,2023-12-18,2023-12-19,First Class,CU-10071,Mary Jackson,Consumer,Central,Ohio,Columbus,Furniture,Furnishings,26.41,1,0.3,-8.38
ORD-2022893,2022-06-09,2022-06-13,Standard Class,CU-10083,Ashley Lee,Consumer,South,Georgia,Atlanta,Furniture,Tables,1050.17,2,0.2,-210.62
ORD-2025504,2024-04-02,2024-04-03,First Class,CU-10127,Amy Miller,Home Office,East,New York,Buffalo,Office Supplies,Art,49.38,3,0.2,7.63
ORD-2026250,2023-01-15,2023-01-16,First Class,CU-10310,Patricia Hernandez,Corporate,West,California,Los Angeles,Office Supplies,Art,31.3,1,0.0,9.7
ORD-2025651,2022-10-27,2022-11-03,Standard Class,CU-10499,Karen Wilson,Corporate,East,New York,Buffalo,Office Supplies,Labels,12.88,2,0.0,5.05
ORD-2025945,2024-11-01,2024-11-03,First Class,CU-10804,Patricia Smith,Home Office,South,North Carolina,Charlotte,Office Supplies,Art,95.33,3,0.2,14.21
ORD-2022610,2023-11-04,2023-11-08,Standard Class,CU-10745,Amy Anderson,Consumer,South,Georgia,Atlanta,Furniture,Bookcases,320.22,3,0.5,-234.13
ORD-2024079,2022-03-04,2022-03-09,Standard Class,CU-10141,Robert Smith,Consumer,West,California,Los Angeles,Furniture,Bookcases,4109.44,6,0.3,-1405.41
ORD-2025920,2022-11-03,2022-11-07,Second Class,CU-10460,John Brown,Consumer,West,Washington,Seattle,Furniture,Tables,1932.06,2,0.15,-144.64
ORD-2026088,2022-05-03,2022-05-05,Second Class,CU-10729,Mary Jones,Corporate,West,Washington,Seattle,Office Supplies,Labels,14.98,1,0.0,4.92
ORD-2023329,2022-09-04,2022-09-05,First Class,CU-10720,Barbara Williams,Home Office,West,Washington,Seattle,Office Supplies,Art,55.63,3,0.0,15.8
ORD-2023089,2023-07-14,2023-07-14,Same Day,CU-10448,Steven Anderson,Corporate,West,California,Los Angeles,Office Supplies,Art,2.05,1,0.1,0.47
ORD-2022013,2024-08-30,2024-09-04,Standard Class,CU-10532,Mary Smith,Consumer,West,Arizona,Phoenix,Office Supplies,Art,80.64,7,0.0,27.04
ORD-2025060,2023-11-28,2023-11-30,Second Class,CU-10062,James Garcia,Corporate,West,Washington,Seattle,Technology,Machines,1714.69,1,0.2,48.08
ORD-2026489,2023-10-16,2023-10-22,Standard Class,CU-10238,Michael Williams,Consumer,East,Massachusetts,Boston,Technology,Copiers,4160.75,1,0.0,818.72
ORD-2025851,2022-12-05,2022-12-09,Standard Class,CU-10623,Linda Lopez,Consumer,East,Pennsylvania,Philadelphia,Technology,Phones,113.89,1,0.1,4.51
ORD-2025375,2023-05-29,2023-05-30,First Class,CU-10323,Elizabeth Thomas,Home Office,East,New York,New York City,Furniture,Bookcases,1245.19,5,0.0,249.67
ORD-2025922,2023-01-27,2023-02-02,Standard Class,CU-10208,David Brown,Consumer,Central,Illinois,Chicago,Office Supplies,Paper,32.24,2,0.15,3.99
ORD-2024279,2023-12-23,2023-12-27,Standard Class,CU-10420,Laura Davis,Home Office,Central,Illinois,Chicago,Technology,Copiers,7975.51,2,0.0,1347.7
ORD-2023837,2023-06-09,2023-06-16,Standard Class,CU-10095,Robert Lee,Consumer,East,New York,New York City,Technology,Machines,8484.13,3,0.0,1647.78
ORD-2023008,2024-04-13,2024-04-16,Standard Class,CU-10590,Steven Rodriguez,Consumer,West,Arizona,Phoenix,Technology,Machines,5714.48,2,0.0,1518.47
ORD-2022931,2023-03-14,2023-03-21,Standard Class,CU-10259,Jason Martin,Home Office,Central,Texas,Houston,Office Supplies,Art,52.25,3,0.0,21.24
ORD-2025070,2022-02-03,2022-02-06,Second Class,CU-10233,Nancy Jones,Corporate,West,Washington,Seattle,Technology,Copiers,1117.73,3,0.0,245.06
ORD-2024106,2024-03-26,2024-03-31,Standard Class,CU-10711,Amy Jones,Corporate,West,California,Los Angeles,Technology,Accessories,200.99,4,0.15,12.6
ORD-2025383,2023-11-06,2023-11-09,Standard Class,CU-10183,Michael Thomas,Corporate,West,Washington,Seattle,Technology,Accessories,390.44,2,0.1,48.52
ORD-2024715,2022-11-07,2022-11-08,First Class,CU-10503,Nancy Brown,Corporate,East,New York,Buffalo,Office Supplies,Binders,9.29,2,0.2,1.42
ORD-2022236,2023-07-30,2023-08-03,Standard Class,CU-10587,Laura Rodriguez,Home Office,West,California,Los Angeles,Technology,Phones,4059.82,4,0.0,966.63
ORD-2026255,2022-04-30,2022-04-30,Same Day,CU-10394,Sandra Anderson,Corporate,East,New York,Buffalo,Technology,Machines,2647.48,1,0.0,856.95
ORD-2025591,2022-12-29,2023-01-04,Standard Class,CU-10838,Linda Moore,Corporate,East,Massachusetts,Boston,Furniture,Chairs,186.21,1,0.4,-114.75
ORD-2023673,2022-07-21,2022-07-21,Same Day,CU-10057,Susan Thomas,Consumer,Central,Michigan,Detroit,Office Supplies,Fasteners,1.6,1,0.3,0.04
ORD-2025608,2022-10-15,2022-10-16,First Class,CU-10243,Elizabeth Garcia,Consumer,East,New York,Buffalo,Office Supplies,Binders,17.16,1,0.1,2.56
ORD-2026156,2024-11-15,2024-11-21,Standard Class,CU-10829,Robert Miller,Consumer,Central,Ohio,Columbus,Office Supplies,Supplies,526.96,8,0.1,81.46
ORD-2024396,2022-11-25,2022-11-26,First Class,CU-10190,James Martinez,Consumer,Central,Michigan,Detroit,Office Supplies,Storage,908.36,5,0.0,278.72
ORD-2026358,2023-08-26,2023-09-01,Standard Class,CU-10263,Steven Hernandez,Consumer,East,New York,New York City,Office Supplies,Paper,30.51,4,0.0,12.3
ORD-2022769,2023-12-09,2023-12-16,Standard Class,CU-10363,Jason Taylor,Consumer,East,Massachusetts,Boston,Office Supplies,Binders,30.1,4,0.0,9.94
ORD-2022994,2024-11-24,2024-11-28,Second Class,CU-10764,Steven Davis,Home Office,South,Georgia,Atlanta,Office Supplies,Binders,211.02,4,0.1,21.45
ORD-2024961,2024-12-17,2024-12-21,Standard Class,CU-10309,David Lopez,Home Office,East,New York,New York City,Furniture,Bookcases,1383.3,2,0.0,175.56
ORD-2023670,2022-12-18,2022-12-22,Second Class,CU-10473,Sandra Jackson,Consumer,South,Florida,Miami,Office Supplies,Binders,82.69,4,0.3,-6.55
ORD-2025334,2023-03-07,2023-03-13,Standard Class,CU-10083,Ashley Lee,Home Office,Central,Michigan,Detroit,Technology,Accessories,270.8,1,0.1,17.03
ORD-2023417,2023-10-27,2023-10-31,Standard Class,CU-10525,Michael Wilson,Corporate,West,California,Los Angeles,Technology,Accessories,281.83,2,0.2,-2.11
ORD-2023232,2022-10-11,2022-10-14,Second Class,CU-10742,Robert Miller,Corporate,South,Florida,Miami,Technology,Copiers,4106.29,1,0.0,1133.6
ORD-2024038,2023-11-30,2023-12-05,Standard Class,CU-10223,Laura Wilson,Corporate,East,New York,Buffalo,Office Supplies,Storage,399.33,3,0.1,106.63
ORD-2025576,2024-08-26,2024-09-02,Standard Class,CU-10612,Kevin Taylor,Consumer,East,Massachusetts,Boston,Office Supplies,Storage,21.41,1,0.0,6.18
ORD-2024263,2022-05-31,2022-06-04,Standard Class,CU-10170,Sandra Brown,Consumer,West,California,San Francisco,Office Supplies,Supplies,255.64,3,0.2,15.47
ORD-2023141,2024-07-10,2024-07-11,First Class,CU-10648,Karen Jackson,Consumer,East,New York,New York City,Office Supplies,Binders,390.77,7,0.1,61.61
ORD-2022453,2022-09-17,2022-09-21,Standard Class,CU-10476,Mary Martinez,Home Office,East,Massachusetts,Boston,Furniture,Furnishings,324.11,5,0.2,-55.03
ORD-2025017,2022-05-30,2022-06-02,Standard Class,CU-10360,Steven Hernandez,Consumer,South,Georgia,Atlanta,Technology,Machines,8256.33,5,0.1,640.38
ORD-2023042,2023-12-26,2023-12-31,Standard Class,CU-10259,Jason Martin,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Storage,235.35,5,0.2,49.11
ORD-2022280,2022-03-22,2022-03-24,First Class,CU-10368,John Rodriguez,Consumer,East,Massachusetts,Boston,Office Supplies,Storage,244.7,1,0.15,23.51
ORD-2024823,2024-12-10,2024-12-13,Second Class,CU-10683,John Anderson,Consumer,East,New York,Buffalo,Technology,Copiers,11416.4,3,0.15,743.63
ORD-2022196,2023-11-29,2023-12-02,Standard Class,CU-10392,Barbara Rodriguez,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,1572.39,3,0.4,-940.69
ORD-2025438,2022-01-15,2022-01-18,Second Class,CU-10698,Ashley Taylor,Home Office,South,Tennessee,Nashville,Office Supplies,Paper,30.76,2,0.3,-2.6
ORD-2023642,2023-07-31,2023-08-06,Standard Class,CU-10530,Robert Smith,Consumer,West,Washington,Seattle,Office Supplies,Supplies,42.93,1,0.3,-1.63
ORD-2024425,2024-04-13,2024-04-16,Second Class,CU-10702,Steven Brown,Consumer,Central,Michigan,Detroit,Furniture,Bookcases,426.22,2,0.0,82.92
ORD-2022534,2022-01-23,2022-01-30,Standard Class,CU-10698,Ashley Taylor,Consumer,Central,Michigan,Detroit,Office Supplies,Paper,48.37,4,0.15,7.56
ORD-2023710,2024-07-11,2024-07-12,First Class,CU-10007,Amy Brown,Corporate,East,New York,New York City,Technology,Copiers,3526.7,1,0.0,809.82
ORD-2026322,2023-12-09,2023-12-12,Second Class,CU-10500,Michael Jones,Corporate,East,New York,Buffalo,Office Supplies,Binders,13.63,2,0.0,3.56
ORD-2026284,2024-11-09,2024-11-12,Standard Class,CU-10516,Amy Hernandez,Corporate,South,North Carolina,Charlotte,Office Supplies,Labels,11.17,1,,3.66
ORD-2025265,2022-11-08,2022-11-14,Standard Class,CU-10126,Linda Moore,Corporate,West,California,Los Angeles,Office Supplies,Paper,44.96,2,0.0,17.03
ORD-2026290,2022-05-19,2022-05-23,Standard Class,CU-10212,Linda Wilson,Consumer,South,Tennessee,Nashville,Office Supplies,Labels,7.61,1,0.1,0.79
ORD-2023959,2023-12-06,2023-12-09,Second Class,CU-10577,Barbara Williams,Consumer,West,Arizona,Phoenix,Furniture,Tables,2540.99,2,0.3,-818.7
ORD-2022772,2023-11-24,2023-11-30,Standard Class,CU-10106,Jason Jackson,Consumer,South,Tennessee,Nashville,Office Supplies,Binders,61.09,3,0.2,4.53
ORD-2025305,2022-03-27,2022-04-01,Standard Class,CU-10047,John Garcia,Consumer,West,Washington,Seattle,Office Supplies,Paper,53.06,7,0.0,17.35
ORD-2023159,2024-06-22,2024-06-26,Standard Class,CU-10220,David Rodriguez,Consumer,West,California,San Francisco,Furniture,Tables,3831.86,4,0.1,-10.61
ORD-2023937,2023-12-01,2023-12-05,Second Class,CU-10801,Mary Wilson,Corporate,West,Washington,Seattle,Office Supplies,Supplies,237.26,2,0.15,48.82
ORD-2023034,2023-05-22,2023-05-26,Standard Class,CU-10291,Steven Smith,Corporate,Central,Michigan,Detroit,Technology,Machines,1277.6,3,,343.79
ORD-2023128,2023-12-25,2023-12-30,Standard Class,CU-10332,James Anderson,Home Office,West,California,San Francisco,Office Supplies,Paper,7.1,2,0.0,2.3
ORD-2023073,2024-12-01,2024-12-06,Standard Class,CU-10267,Mary Lopez,Home Office,Central,Illinois,Chicago,Office Supplies,Art,23.62,2,0.0,8.3
ORD-2024268,2024-04-10,2024-04-17,Standard Class,CU-10166,Nancy Moore,Home Office,East,New York,Buffalo,Technology,Phones,5869.74,5,0.2,-239.05
ORD-2023604,2022-11-12,2022-11-19,Standard Class,CU-10173,Amy Garcia,Corporate,Central,Michigan,Detroit,Furniture,Bookcases,481.49,1,0.3,-153.9
ORD-2024630,2022-05-17,2022-05-19,First Class,CU-10626,Nancy Rodriguez,Corporate,Central,Michigan,Detroit,Office Supplies,Labels,51.61,6,0.15,2.45
ORD-2026044,2023-08-18,2023-08-24,Standard Class,CU-10186,James Garcia,Corporate,South,Florida,Miami,Technology,Copiers,13417.18,3,0.2,-979.42
ORD-2024876,2022-12-03,2022-12-08,Standard Class,CU-10516,Amy Hernandez,Home Office,Central,Illinois,Chicago,Office Supplies,Fasteners,11.97,1,0.0,4.9
ORD-2026450,2024-09-20,2024-09-20,Same Day,CU-10155,Kevin Jackson,Corporate,South,Georgia,Atlanta,Office Supplies,Supplies,23.52,1,0.1,4.81
ORD-2023403,2022-12-21,2022-12-28,Standard Class,CU-10771,Sandra Jackson,Consumer,South,Tennessee,Nashville,Technology,Copiers,3439.61,1,0.4,-971.83
ORD-2024712,2022-11-20,2022-11-26,Standard Class,CU-10196,David Rodriguez,Home Office,East,Massachusetts,Boston,Furniture,Chairs,460.22,2,0.4,-244.0
ORD-2023641,2022-06-08,2022-06-12,Standard Class,CU-10300,Karen Rodriguez,Corporate,East,New York,Buffalo,Furniture,Chairs,545.5,4,0.0,115.41
ORD-2024607,2022-11-11,2022-11-15,Standard Class,CU-10481,Kevin Jones,Consumer,East,Pennsylvania,Philadelphia,Technology,Phones,1283.05,2,0.15,81.73
ORD-2025948,2024-10-26,2024-10-29,Second Class,CU-10110,Patricia Jackson,Corporate,West,California,San Francisco,Office Supplies,Labels,49.9,6,0.0,13.5
ORD-2024786,2024-02-12,2024-02-18,Standard Class,CU-10060,Nancy Lee,Home Office,South,Georgia,Atlanta,Office Supplies,Labels,21.97,2,0.2,2.37
ORD-2024728,2023-04-15,2023-04-20,Standard Class,CU-10588,Ashley Martin,Home Office,Central,Illinois,Chicago,Office Supplies,Storage,414.86,2,0.2,63.35
ORD-2024666,2024-11-08,2024-11-12,Standard Class,CU-10023,Jason Jackson,Consumer,South,Florida,Miami,Office Supplies,Binders,50.24,4,0.0,13.94
ORD-2025791,2022-12-27,2022-12-30,Standard Class,CU-10626,Nancy Rodriguez,Corporate,Central,Illinois,Chicago,Office Supplies,Art,129.56,4,0.1,14.77
ORD-2026069,2022-09-25,2022-09-29,Standard Class,CU-10299,Karen Taylor,Consumer,East,New York,New York City,Furniture,Chairs,162.72,1,0.0,30.44
ORD-2026022,2022-12-23,2022-12-27,Standard Class,CU-10717,Nancy Smith,Corporate,South,North Carolina,Charlotte,Office Supplies,Fasteners,13.99,1,0.15,2.2
ORD-2024558,2023-07-25,2023-07-26,First Class,CU-10807,Karen Garcia,Consumer,East,Pennsylvania,Philadelphia,Furniture,Bookcases,515.31,5,0.15,-86.46
ORD-2023061,2023-12-05,2023-12-06,First Class,CU-10014,Karen Williams,Consumer,South,Georgia,Atlanta,Office Supplies,Art,32.22,1,0.0,9.87
ORD-2023848,2023-05-12,2023-05-14,Second Class,CU-10279,Kevin Anderson,Corporate,East,New York,New York City,Furniture,Tables,2532.0,5,0.5,-2195.08
ORD-2025281,2022-03-07,2022-03-13,Standard Class,CU-10129,Patricia Garcia,Corporate,South,North Carolina,Charlotte,Office Supplies,Labels,22.48,2,0.1,5.57
ORD-2026202,2022-06-19,2022-06-23,Standard Class,CU-10825,Susan Williams,Consumer,West,Arizona,Phoenix,Technology,Phones,3540.84,5,0.1,414.81
ORD-2022996,2023-12-18,2023-12-20,First Class,CU-10633,Michael Martinez,Corporate,West,California,San Francisco,Furniture,Chairs,1075.17,3,0.0,263.53
ORD-2025124,2022-10-05,2022-10-05,Same Day,CU-10749,Sandra Moore,Consumer,South,Georgia,Atlanta,Technology,Machines,4020.52,2,0.0,812.54
ORD-2024490,2024-12-12,2024-12-14,First Class,CU-10014,Karen Williams,Corporate,East,Massachusetts,Boston,Furniture,Chairs,1500.85,3,0.3,-670.69
ORD-2023828,2024-11-23,2024-11-26,Standard Class,CU-10082,Jason Moore,Consumer,South,Florida,Miami,Office Supplies,Storage,268.79,3,0.15,45.57
ORD-2026256,2022-03-03,2022-03-04,First Class,CU-10675,Amy Smith,Home Office,Central,Ohio,Columbus,Office Supplies,Fasteners,4.27,2,0.1,0.84
ORD-2026282,2023-12-07,2023-12-11,Second Class,CU-10231,David Martin,Corporate,South,Florida,Miami,Furniture,Bookcases,587.87,1,0.15,-68.58
ORD-2025509,2022-12-05,2022-12-11,Standard Class,CU-10443,Nancy Lee,Corporate,West,Washington,Seattle,Office Supplies,Fasteners,19.61,5,0.0,4.08
ORD-2024217,2024-11-27,2024-11-30,Second Class,CU-10731,James Martin,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Fasteners,11.4,2,0.15,1.97
ORD-2023351,2024-09-15,2024-09-15,,CU-10447,Barbara Taylor,Consumer,Central,Texas,Houston,Office Supplies,Supplies,301.55,3,0.1,39.39
ORD-2023508,2022-11-01,2022-11-03,Second Class,CU-10363,Jason Taylor,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,3000.36,7,0.1,-65.83
ORD-2023020,2024-11-07,2024-11-11,Standard Class,CU-10718,Michael Garcia,Consumer,East,Pennsylvania,Philadelphia,Technology,Copiers,16065.03,4,0.0,4180.74
ORD-2023791,2022-12-19,2022-12-19,Same Day,CU-10226,Ashley Moore,Consumer,Central,Illinois,Chicago,Office Supplies,Labels,3.69,3,0.15,0.65
ORD-2026075,2023-05-04,2023-05-06,Second Class,CU-10524,Michael Wilson,Corporate,East,New York,Buffalo,Technology,Copiers,12739.63,8,0.15,3.37
ORD-2024930,2023-11-26,2023-12-02,Standard Class,CU-10088,Mary Wilson,Consumer,South,Tennessee,Nashville,Technology,Copiers,6170.31,8,0.2,-409.38
ORD-2023669,2024-10-17,2024-10-21,Standard Class,CU-10568,Elizabeth Garcia,Consumer,South,Tennessee,Nashville,Office Supplies,Supplies,39.68,1,0.0,15.39
ORD-2024577,2024-10-07,2024-10-12,Standard Class,CU-10724,David Martinez,Home Office,Central,Texas,Houston,Office Supplies,Binders,5.83,1,0.3,-0.14
ORD-2024633,2023-12-14,2023-12-17,Second Class,CU-10788,Amy Miller,Home Office,West,California,Los Angeles,Office Supplies,Fasteners,95.52,5,0.0,25.75
ORD-2026160,2023-10-06,2023-10-09,Standard Class,CU-10832,Linda Jones,Consumer,Central,Ohio,Columbus,Office Supplies,Fasteners,60.63,4,0.0,17.46
ORD-2023248,2024-11-05,2024-11-10,Standard Class,CU-10562,Jason Miller,Corporate,Central,Illinois,Chicago,Office Supplies,Binders,3.8,1,0.0,1.04
ORD-2025973,2022-10-13,2022-10-20,Standard Class,CU-10605,John Martinez,Corporate,Central,Texas,Houston,Furniture,Bookcases,280.32,2,0.4,-169.31
ORD-2024576,2024-03-02,2024-03-06,Standard Class,CU-10661,Barbara Martin,Corporate,West,Arizona,Phoenix,Technology,Copiers,4089.06,4,0.0,886.37
ORD-2025411,2022-07-30,2022-08-03,Standard Class,CU-10833,David Brown,Consumer,East,New York,Buffalo,Office Supplies,Storage,205.78,1,0.0,75.21
ORD-2023614,2024-09-12,2024-09-14,Second Class,CU-10119,Nancy Hernandez,Consumer,East,New York,Buffalo,Office Supplies,Supplies,388.73,4,0.1,105.58
ORD-2022644,2023-12-10,2023-12-13,Standard Class,CU-10193,Kevin Jackson,Corporate,Central,Michigan,Detroit,Office Supplies,Art,65.57,2,0.0,19.07
ORD-2024997,2022-10-27,2022-10-30,Second Class,CU-10254,Steven Martin,Corporate,West,Washington,Seattle,Furniture,Chairs,2423.91,5,0.0,597.03
ORD-2024954,2023-09-29,2023-10-05,Standard Class,CU-10722,Amy Johnson,Consumer,East,New York,New York City,Office Supplies,Art,90.31,4,0.0,30.14
ORD-2023237,2023-05-27,2023-06-03,Standard Class,CU-10404,Robert Thomas,Consumer,East,New York,New York City,Furniture,Bookcases,617.62,1,0.3,-232.98
ORD-2026072,2023-05-22,2023-05-24,Second Class,CU-10186,James Garcia,Corporate,West,Washington,Seattle,Office Supplies,Supplies,283.8,3,0.1,60.06
ORD-2023882,2023-05-06,2023-05-11,Standard Class,CU-10056,Amy Taylor,Consumer,West,Washington,Seattle,Office Supplies,Binders,29.4,1,0.2,3.55
ORD-2024338,2023-11-12,2023-11-19,Standard Class,CU-10564,John Martin,Corporate,West,Arizona,Phoenix,Furniture,Bookcases,1723.5,5,0.0,359.92
ORD-2026081,2022-12-03,2022-12-07,Second Class,CU-10085,Susan Taylor,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Labels,36.27,6,0.2,1.31
ORD-2025925,2023-11-08,2023-11-11,,CU-10043,Sandra Martinez,Consumer,West,California,Los Angeles,Technology,Phones,5118.68,6,0.0,1018.37
ORD-2025639,2023-10-17,2023-10-24,Standard Class,CU-10234,Amy Martin,Consumer,South,Florida,Miami,Office Supplies,Paper,15.14,2,0.15,3.04
ORD-2025643,2022-09-21,2022-09-27,Standard Class,CU-10571,David Miller,Corporate,South,North Carolina,Charlotte,Office Supplies,Paper,88.51,4,0.15,15.66
ORD-2022566,2024-06-05,2024-06-09,Standard Class,CU-10404,Robert Thomas,Consumer,Central,Texas,Houston,Furniture,Furnishings,78.58,2,0.1,0.01
ORD-2022988,2023-01-19,2023-01-24,Standard Class,CU-10454,Nancy Jones,Consumer,South,Georgia,Atlanta,Technology,Accessories,295.31,7,0.1,33.93
ORD-2022368,2023-01-01,2023-01-01,Same Day,CU-10476,Mary Martinez,Consumer,East,New York,Buffalo,Office Supplies,Supplies,78.26,4,,10.99
ORD-2022560,2022-05-19,2022-05-22,,CU-10042,David Lee,Corporate,Central,Ohio,Columbus,Furniture,Furnishings,73.18,6,0.3,-30.39
ORD-2025534,2024-03-14,2024-03-20,Standard Class,CU-10504,Jason Smith,Consumer,Central,Texas,Houston,Furniture,Chairs,229.92,2,0.3,-84.63
ORD-2024488,2022-06-26,2022-06-28,First Class,CU-10190,James Martinez,Consumer,Central,Texas,Houston,Technology,Accessories,247.62,2,0.0,72.04
ORD-2025195,2023-04-07,2023-04-09,,CU-10636,Susan Johnson,Consumer,West,Washington,Seattle,Office Supplies,Labels,22.62,3,0.1,6.44
ORD-2022045,2024-08-04,2024-08-06,First Class,CU-10436,Kevin Davis,Consumer,West,California,Los Angeles,Furniture,Bookcases,4535.27,8,0.4,-2685.19
ORD-2026244,2024-04-02,2024-04-03,First Class,CU-10003,Kevin Martinez,Consumer,Central,Texas,Houston,Technology,Phones,662.06,1,0.0,163.06
ORD-2024243,2022-11-23,2022-11-26,Standard Class,CU-10128,Barbara Brown,Consumer,Central,Illinois,Chicago,Furniture,Tables,4578.05,6,0.3,-1881.83
ORD-2022107,2022-12-02,2022-12-03,First Class,CU-10784,Jason Brown,Corporate,East,New York,New York City,Office Supplies,Supplies,56.6,1,0.0,16.84
